Site,Participant_ID,RowNumber,session_id,age,attentioncorrect,big5_01_E,big5_02_Ar,big5_03_C,big5_04_N,big5_05_O,big5_06_Er,big5_07_A,big5_08_Cr,big5_09_Nr,big5_10_Or,elm_01,elm_02,elm_03,elm_04,elm_05,gender,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06r,intrinsic_07r,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,major,mood_01,mood_02,nfc_01,nfc_02r,nfc_03r,nfc_04,nfc_05,nfc_06r,selfesteem,stress_01,stress_02r,stress_03r,stress_04,year,Station
BradleyUniversity,105,2179,7599037,18,going out,6,4,2,5,5,2,5,5,2,3,4,2,3,1,3,1,2,3,2,3,3,2,1,3,3,3,2,1,1,4,3,Nursing,5,5,2,1,3,4,3,5,3,4,3,3,4,1,63
BradleyUniversity,106,2243,7604387,18,I read the instructions,7,3,6,5,5,3,5,2,4,3,7,6,7,6,7,1,2,2,2,4,3,3,3,3,3,3,3,2,2,3,3,Business Management and Leadership,3,3,2,3,4,4,2,4,6,4,4,3,3,1,63
BradleyUniversity,107,2244,7604485,19,I read the instructions,5,2,7,5,4,5,5,1,5,4,2,4,4,4,5,1,2,2,3,3,3,4,4,2,2,3,3,2,2,2,3,nursing,2,3,2,4,3,2,3,2,6,2,4,4,3,1,61
BradleyUniversity,108,2242,7604375,19,I read the instructions,6,3,6,4,7,2,7,2,5,1,4,6,4,8,7,1,2,3,2,4,4,1,1,4,3,4,4,3,1,3,4,Psychology,1,1,2,1,4,4,4,3,7,2,4,3,3,1,57b
BradleyUniversity,109,2249,7604755,19,NA,4,5,5,3,6,4,5,3,5,2,9,5,6,5,6,1,2,2,1,2,3,2,3,4,3,4,3,3,3,1,3,nursing,3,4,3,2,4,3,3,2,5,3,5,3,3,1,63
BradleyUniversity,11,236,7404873,18,I read the instructions,5,6,6,2,4,7,6,3,4,1,8,7,8,5,7,1,3,2,2,4,3,2,2,3,3,3,4,2,3,3,4,Nursing,3,2,4,2,2,3,4,2,4,4,3,3,4,1,61
BradleyUniversity,110,2248,7604690,18,I read the instructions,3,4,7,3,5,6,7,4,7,1,6,5,5,7,6,2,2,2,1,2,3,2,3,4,3,2,4,2,4,3,4,Nursing,2,2,2,3,5,2,2,2,6,3,4,3,2,1,61
BradleyUniversity,111,2252,7604894,18,NA,6,2,7,5,5,2,7,1,5,1,7,6,5,6,6,1,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,Social Work,5,5,4,2,4,2,4,4,2,3,3,2,4,1,61
BradleyUniversity,112,2250,7604772,19,I read the instructions,5,5,7,5,6,5,4,3,5,2,6,4,6,5,6,2,3,3,3,3,2,2,2,4,3,4,4,4,2,1,4,Electrical Engineering,2,2,3,1,3,4,3,2,5,3,4,3,3,2,57b
BradleyUniversity,113,2256,7605052,20,I read the instructions,7,3,3,5,7,2,1,7,7,7,NA,NA,NA,NA,NA,2,2,2,2,2,4,3,4,2,4,4,4,4,4,2,2,CIS,1,1,NA,4,5,5,3,3,7,4,5,4,4,2,57b
BradleyUniversity,114,2255,7605044,20,NA,4,3,2,6,6,2,6,3,4,4,6,5,6,6,5,1,2,2,2,3,3,2,1,3,4,3,2,2,1,3,2,Biology,4,4,3,3,3,3,3,3,4,3,3,4,2,2,61
BradleyUniversity,115,2408,7613349,18,NA,5,2,5,5,5,6,6,1,5,3,8,6,7,7,5,1,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,psychology,5,5,3,3,3,2,2,4,5,3,3,2,4,1,57b
BradleyUniversity,116,2409,7613352,18,NA,3,3,6,2,6,5,6,1,7,2,8,4,6,5,5,1,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,Biology,2,2,4,2,3,3,4,2,6,2,5,4,3,1,61
BradleyUniversity,117,2407,7613332,18,I read the instructions,7,4,7,7,7,5,7,7,2,1,3,2,4,3,3,1,4,4,4,4,4,1,1,4,4,4,4,4,4,3,4,Sports communication and psychology,2,2,3,5,4,5,5,2,3,1,3,3,5,1,63
BradleyUniversity,118,2415,7613503,19,NA,5,6,7,5,7,3,5,1,5,6,6,5,5,6,6,1,3,3,3,4,4,4,4,4,4,4,4,4,3,2,4,Public Relations,3,2,1,4,4,4,4,2,4,3,3,4,4,2,57b
BradleyUniversity,119,2420,7613694,19,I read the instructions,3,5,6,5,4,5,7,3,4,5,7,6,8,6,7,1,2,2,1,3,1,3,3,3,3,2,2,2,3,2,2,Business Management and Leadership with a concentration in HR,4,4,2,4,4,4,3,2,2,3,4,3,4,2,57b
BradleyUniversity,12,238,7404938,18,I read the instructions,6,6,6,5,7,5,4,4,5,2,4,5,6,6,6,1,3,3,3,4,4,2,2,4,4,4,3,3,4,2,4,Biology,3,3,3,1,4,4,3,2,5,3,3,4,1,2,57A
BradleyUniversity,120,2759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
BradleyUniversity,121,2423,7613819,19,NA,7,6,6,4,7,2,6,3,6,2,5,6,7,8,6,2,4,3,4,4,4,4,2,4,4,4,3,2,3,3,4,Mechanical Engineering,2,2,5,2,2,4,4,4,7,3,4,3,4,1,57b
BradleyUniversity,13,237,7404931,18,I read the instructions,7,1,7,6,6,2,7,1,7,1,6,5,7,7,7,1,3,2,1,4,4,4,3,4,2,4,3,4,3,1,4,Nursing,1,1,4,1,4,1,4,4,6,3,5,4,2,1,61
BradleyUniversity,14,239,7404943,19,i read the instructions,6,6,6,3,5,3,5,2,5,2,6,5,6,5,6,1,2,2,2,3,2,2,2,4,2,4,2,1,3,2,4,nursing,2,2,1,3,3,3,2,3,5,2,4,4,3,1,57A
BradleyUniversity,15,282,7407923,18,I read the instructions,7,3,7,1,7,1,6,5,7,1,7,6,5,8,7,1,4,4,4,3,3,3,2,2,3,4,3,2,3,1,4,Nursing,1,1,3,3,4,4,4,3,7,1,5,2,2,1,57B
BradleyUniversity,16,280,7407902,19,I read the instructions,3,1,7,5,3,6,6,1,4,3,6,5,6,4,6,1,2,2,1,3,2,4,2,3,3,4,4,3,3,3,4,Health Science,2,1,2,2,3,2,1,3,5,2,4,4,2,2,61
BradleyUniversity,17,2899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57A
BradleyUniversity,18,285,7408039,19,i read the instructions,3,4,7,5,4,5,6,1,4,3,4,3,3,3,4,1,2,2,1,3,3,2,2,3,3,4,2,1,3,4,4,finance,4,4,3,3,5,3,2,2,6,3,3,3,2,2,57B
BradleyUniversity,19,286,7408043,18,I read the instructions,5,7,7,5,7,6,7,2,7,6,9,7,9,6,5,1,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,Undecided,3,2,2,2,4,2,4,2,1,4,5,3,3,1,61
BradleyUniversity,2,225,7404471,19,NA,5,5,6,5,7,5,7,2,3,2,7,6,7,6,7,1,2,2,2,4,3,3,2,4,3,3,3,2,2,3,3,Hospitality Leadership,4,4,3,2,2,3,4,2,5,3,2,2,2,2,57A
BradleyUniversity,20,2774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BradleyUniversity,21,289,7408129,18 almost 19,I read the instructions,1,3,6,5,5,7,6,1,5,5,4,4,4,4,4,1,2,1,1,2,2,2,4,2,2,2,2,2,2,1,4,undecided but leaning towards education,2,2,NA,NA,4,1,3,2,5,2,3,3,2,1,center cubicle
BradleyUniversity,22,290,7408132,18,NA,5,3,6,2,5,4,5,5,4,2,6,4,5,6,6,2,2,1,2,3,3,3,1,2,3,3,2,2,3,2,2,Finance,3,3,2,3,1,4,3,4,5,3,4,4,5,1,57B
BradleyUniversity,23,291,7408134,18,I read the instructions,1,6,7,7,6,6,4,3,3,3,6,5,4,3,4,Agender,2,3,3,3,3,2,1,3,3,3,4,2,4,2,3,Psychology,4,4,4,1,2,3,4,2,1,2,3,3,3,1,61
BradleyUniversity,24,293,7408206,18,i read the intstructions,7,5,7,1,7,5,7,1,7,5,3,3,2,2,4,1,2,2,3,3,2,2,2,2,3,4,4,3,4,4,4,nursing,4,4,2,2,2,3,1,1,3,4,4,1,1,1,57B
BradleyUniversity,25,295,7408225,19,NA,6,2,7,2,5,5,5,3,6,3,7,3,8,7,6,2,2,3,2,3,2,2,3,3,4,4,2,3,4,2,3,Mechanical Engineering,2,2,1,4,2,4,2,2,7,2,5,5,2,2,57A
BradleyUniversity,26,292,7408196,18,I read the instructions,6,2,7,2,7,3,6,3,6,5,7,9,8,5,7,1,3,1,2,4,4,2,3,4,3,4,4,3,2,3,3,Undecided,2,2,2,2,3,2,4,3,2,3,3,4,4,1,center cubicle
BradleyUniversity,27,2673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BradleyUniversity,28,296,7408236,19,I read the instructions,5,3,6,2,6,5,5,4,5,2,8,6,9,5,7,1,1,2,1,2,2,3,2,3,3,4,3,2,3,1,4,undecided,2,2,2,3,4,2,2,3,5,2,5,5,3,1,61
BradleyUniversity,29,298,7408296,18,I read the instructions,5,5,5,2,6,4,5,2,4,4,5,5,5,6,5,1,2,2,2,3,2,1,2,4,2,4,3,2,4,4,4,Nursing,3,2,4,4,4,4,4,2,5,3,4,3,3,1,57B
BradleyUniversity,3,226,7404492,19,NA,5,3,7,2,6,5,6,3,5,5,6,6,6,7,5,1,2,2,1,3,3,2,3,3,4,3,3,2,3,3,3,Civil Engineering,5,2,2,3,4,3,3,2,5,4,4,4,3,2,57B
BradleyUniversity,30,297,7408275,18,I read the instructions,5,6,6,6,5,3,5,2,6,6,7,5,8,6,8,2,2,2,2,3,3,3,3,3,3,4,4,1,3,3,3,accounting,3,3,2,2,4,2,4,4,5,3,4,4,5,1,57A
BradleyUniversity,31,716,7451820,18,I read the instructions,7,3,6,2,7,2,6,1,6,2,7,5,8,6,7,1,3,2,1,4,4,4,3,4,2,4,3,3,4,1,4,Nursing,1,1,5,4,4,1,3,5,5,2,4,4,3,1,57b
BradleyUniversity,32,718,7451824,18,NA,4,5,2,2,6,2,2,1,7,1,5,7,7,8,8,2,3,3,3,4,3,4,2,4,4,4,3,4,4,3,3,Mechanical Engineering,2,1,3,2,5,3,3,2,4,2,5,4,2,1,61
BradleyUniversity,33,2679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57a
BradleyUniversity,34,721,7451981,20,NA,6,2,4,3,5,4,6,5,5,4,NA,NA,NA,NA,NA,1,2,2,2,4,2,2,4,4,2,4,2,4,2,4,4,Manufacturing Engineering Technology,4,4,3,3,4,3,3,4,5,1,4,2,2,2,57b
BradleyUniversity,35,2681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57a
BradleyUniversity,36,2682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
BradleyUniversity,37,726,7452161,21,I read the instructions,5,5,6,3,6,5,6,3,5,3,3,2,5,4,4,1,2,2,2,3,3,3,2,3,3,4,3,3,3,3,4,Health Science,2,2,4,2,3,4,4,2,2,1,4,4,2,4,57a
BradleyUniversity,38,728,7452235,18,I read the instructions,7,5,7,3,7,2,7,1,6,1,8,6,7,6,6,1,2,2,2,4,4,4,2,4,3,4,4,2,3,4,4,"Advertising, Graphic Design, Spanish",2,2,4,3,4,4,5,2,6,3,5,4,2,1,57b
BradleyUniversity,39,727,7452213,18,NA,7,3,6,3,6,1,7,5,5,1,3,5,5,6,5,2,2,2,2,3,3,3,3,4,4,4,4,2,4,3,4,Business Marketing,2,1,2,2,5,2,4,3,7,3,4,4,2,1,61
BradleyUniversity,4,2650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57A
BradleyUniversity,40,730,7452323,20,NA,4,5,6,3,6,5,7,1,6,4,7,7,8,6,7,1,2,2,2,3,3,3,2,3,2,4,2,3,3,2,3,Health Science,3,2,3,1,2,4,4,2,4,3,4,4,2,2,57b
BradleyUniversity,41,729,7452317,19,I read the instructions,5,6,6,3,5,5,7,1,5,3,6,5,6,7,6,1,3,4,3,4,2,2,1,4,3,4,2,2,4,3,4,Nursing,2,2,2,2,2,4,4,2,5,4,4,4,2,1,61
BradleyUniversity,42,732,7452371,19,I read the instructions,5,5,5,6,3,5,7,2,3,2,6,5,7,7,7,1,2,2,1,3,2,2,3,4,3,4,4,3,2,2,4,Hospitality Leadership,2,2,2,2,4,3,4,3,5,2,4,4,3,2,57a
BradleyUniversity,43,733,7452456,19,i read the instructions,5,6,5,7,7,1,7,5,5,1,7,5,3,6,2,1,1,3,2,2,4,3,1,2,4,2,4,1,3,1,4,Hospitality and leadership,3,2,1,2,3,3,5,1,1,3,3,3,3,1,61
BradleyUniversity,44,735,7452505,18,I read the instructions,2,5,7,5,6,5,5,2,5,1,9,3,2,6,2,1,2,1,1,3,3,2,4,3,4,4,3,3,3,2,4,Undecided,5,2,4,2,4,2,4,2,5,3,4,3,4,1,57a
BradleyUniversity,45,734,7452487,18,NA,6,3,6,3,5,5,6,5,5,3,6,4,6,4,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Nursing,4,4,3,3,3,3,2,2,3,3,3,3,3,1,57b
BradleyUniversity,46,759,7455165,18,I read the instructions,6,2,7,7,6,3,6,4,3,5,6,1,4,7,6,1,1,1,1,1,1,1,1,3,1,2,3,1,3,3,4,Nursing,6,6,4,2,2,2,3,4,6,5,2,5,3,1,57b
BradleyUniversity,47,760,7455169,19,I read the instructions,3,3,3,6,5,6,6,5,3,6,8,6,7,7,7,2,2,2,2,3,2,2,3,4,3,3,2,3,4,3,4,Psychology,2,2,4,2,3,3,4,3,4,3,3,3,3,2,61
BradleyUniversity,48,757,7455127,21,I read the instructions,5,1,6,5,7,6,6,5,6,3,6,7,5,5,5,1,2,2,3,3,3,3,3,3,3,3,3,2,3,3,3,Health Science,2,2,2,1,2,3,4,3,3,2,4,4,4,4,57a
BradleyUniversity,49,764,7455240,18,i read the instructions,5,4,6,3,6,6,7,2,6,6,4,5,5,4,6,1,2,2,2,4,3,3,3,4,4,4,2,4,3,3,3,nursing,3,3,2,3,4,3,2,2,2,4,4,3,5,1,57a
BradleyUniversity,5,229,7404644,18,I read the instructions,6,5,6,6,5,3,5,2,3,2,6,1,2,5,3,1,3,2,2,4,4,2,2,2,3,4,4,2,3,3,3,Business Management and Leadership,5,5,2,4,4,3,3,4,6,5,3,3,3,1,57B
BradleyUniversity,50,763,7455219,19,NA,7,5,7,3,7,1,6,2,3,1,5,3,1,4,6,1,4,3,3,3,3,4,4,3,4,4,4,2,4,2,4,Health Science,4,4,2,5,2,3,4,3,7,4,4,3,5,2,57b
BradleyUniversity,51,766,7455304,18,NA,6,3,6,5,6,3,7,1,4,1,4,4,4,4,4,1,3,1,1,3,3,2,4,4,3,3,3,3,3,3,3,Communications,2,3,2,3,3,3,3,2,6,2,3,4,3,1,57a
BradleyUniversity,52,767,7455310,18,NA,7,5,6,5,7,3,6,2,6,3,7,3,6,3,5,1,2,2,1,2,2,3,3,3,3,4,4,4,4,4,4,Nursing,4,3,1,4,5,2,2,4,6,3,3,4,3,1,57b
BradleyUniversity,53,765,7455262,18,NA,5,5,6,4,6,3,3,1,5,3,4,5,4,6,6,1,2,4,4,4,2,4,2,4,4,4,4,3,4,4,4,Nursing,2,2,3,2,4,4,5,3,3,4,3,4,4,1,61
BradleyUniversity,54,768,7455369,21,NA,3,4,5,7,7,4,3,6,2,2,6,3,3,2,3,1,3,3,4,4,4,2,2,3,3,3,4,2,3,4,3,Religion,6,5,4,2,5,5,3,2,4,5,2,3,5,4,57a
BradleyUniversity,55,770,7455387,18,I read the instructions.,7,6,6,3,7,1,1,2,3,7,6,3,6,4,4,1,4,4,4,4,4,1,2,4,2,4,4,2,4,4,4,Finance,5,5,4,3,4,5,4,1,5,5,2,3,5,1,61
BradleyUniversity,56,769,7455375,18,NA,7,2,7,2,7,6,6,1,6,1,6,7,6,7,7,1,1,2,1,4,4,4,3,4,3,4,4,4,4,3,4,Nursing,2,2,4,2,4,4,4,4,6,2,5,4,3,1,57b
BradleyUniversity,57,771,7455434,19,i read the instructions,5,5,6,1,4,5,5,1,6,2,7,7,7,6,7,1,1,2,2,3,2,4,4,4,1,4,2,2,4,2,4,undecided,2,2,2,4,4,2,2,2,6,2,4,4,2,1,57a
BradleyUniversity,58,772,7455453,18,I read the instructions,6,2,6,5,6,3,6,4,6,1,6,6,7,6,6,1,2,1,1,1,3,2,3,3,2,4,4,3,3,3,4,undecided,4,4,3,2,2,2,4,2,3,3,4,3,2,1,61
BradleyUniversity,59,773,7455455,18,NA,5,5,5,3,5,4,5,3,5,5,4,4,4,4,4,1,2,3,2,3,3,1,1,4,3,3,3,2,3,3,4,Nursing,2,2,3,3,4,4,4,3,5,3,3,3,3,1,57b
BradleyUniversity,6,228,7404626,18,I read the instructions,6,3,6,4,5,5,6,2,5,5,5,4,4,6,5,1,3,2,2,3,2,3,3,3,4,4,3,2,2,3,4,Sports Communication,2,2,2,4,4,2,2,4,5,2,4,3,2,1,61
BradleyUniversity,60,2704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
BradleyUniversity,61,1200,7499173,18,all of the above,6,5,4,5,6,4,7,5,4,3,8,7,8,7,8,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,"Psychology, General",3,4,4,2,2,4,4,3,5,3,4,3,3,1,57a
BradleyUniversity,62,1201,7499175,NA,I read the instructions,3,2,6,3,5,6,6,5,6,6,4,4,4,6,5,1,2,2,2,3,3,2,2,3,3,3,3,2,3,3,4,AEP,3,3,3,2,4,3,5,4,3,4,4,4,3,1,57b
BradleyUniversity,63,1204,7499344,18,I read the instuctions,4,4,4,3,5,5,5,4,5,4,5,5,5,5,5,1,2,1,1,2,2,3,3,2,2,2,3,2,2,2,2,undecided,3,2,2,3,4,4,2,3,6,3,5,4,3,1,57b
BradleyUniversity,64,1205,7499355,19,I read the instructions,2,2,3,5,6,7,6,3,5,4,6,3,3,3,3,2,2,2,1,3,4,4,2,3,3,4,3,1,2,4,4,Biology,3,3,2,2,2,2,2,4,3,4,3,3,3,2,57a
BradleyUniversity,65,1213,7499538,18,NA,4,4,5,5,6,6,5,5,3,4,4,3,3,5,4,2,3,2,2,3,3,3,3,3,3,3,3,3,2,3,3,business management and leadership,4,4,3,2,3,2,3,3,1,5,3,2,3,1,57b
BradleyUniversity,66,1214,7499539,22,I read the instructions,6,5,7,3,7,5,6,2,6,5,2,3,5,7,7,1,2,3,3,3,4,3,2,4,2,4,2,2,3,3,3,Biology,2,2,3,4,2,4,5,2,6,2,5,4,2,4,57a
BradleyUniversity,67,1227,7501409,18,I read the instructions,6,3,7,3,4,5,6,2,6,2,7,5,8,6,7,1,2,2,1,3,2,3,4,3,4,3,3,1,4,3,4,Nursing,2,2,3,2,3,4,3,2,5,2,3,3,2,1,57b
BradleyUniversity,68,1230,7501446,20,NA,5,5,3,3,6,5,5,5,5,1,5,1,4,4,2,1,2,2,2,4,4,4,2,4,4,4,4,2,4,2,4,Animation and visual effects,5,5,3,2,4,4,3,3,3,3,4,4,4,3,61
BradleyUniversity,69,1259,7502275,19,I read the instructions,6,2,7,2,4,3,7,1,5,4,5,6,6,6,5,1,3,3,2,4,3,4,4,3,4,4,4,3,4,3,4,Psychology,2,2,2,2,4,4,4,2,5,2,4,4,2,1,57b
BradleyUniversity,7,231,7404778,18,NA,2,2,6,5,2,5,6,2,5,3,5,3,5,5,4,1,2,2,1,3,3,3,3,3,4,4,3,2,4,4,4,Health Science,2,2,4,2,4,2,4,4,6,2,4,2,2,1,57A
BradleyUniversity,70,1260,7502279,19,I read the instructions,6,2,7,2,7,1,7,1,5,2,4,4,5,4,4,1,2,1,2,3,3,2,2,3,2,4,4,3,3,2,4,Elementary Education,3,3,3,2,4,3,4,2,6,2,4,4,4,2,61
BradleyUniversity,71,1258,7502257,18,I read the instructions,6,6,6,5,6,2,5,2,6,2,8,7,5,7,6,2,4,4,3,4,2,2,2,4,4,4,2,3,3,3,4,Entrepreneurship,3,3,4,1,2,4,4,2,6,2,4,4,4,1,57a
BradleyUniversity,72,1264,7502382,18,I read the instructions,5,3,6,6,5,6,6,2,5,3,8,3,8,7,9,1,2,2,2,3,4,4,3,4,3,4,3,3,3,3,4,Nursing,5,5,3,2,3,3,3,3,1,4,2,2,5,1,57b
BradleyUniversity,73,1265,7502383,18,I read the instructions,5,3,6,3,7,5,6,2,5,2,5,5,6,4,4,1,4,4,2,3,2,2,3,3,2,4,3,3,3,2,4,Nusring,3,3,3,2,3,3,4,2,6,3,5,4,3,1,61
BradleyUniversity,74,1270,7502514,21,I read the instructions,2,5,6,5,7,6,6,2,6,2,7,5,6,4,5,2,2,2,2,3,3,2,2,3,2,3,3,2,3,2,3,Dietetics,2,2,3,2,3,2,4,3,5,3,4,4,3,4,57a
BradleyUniversity,75,1728,7549928,18,I read the instructions,5,2,6,7,4,5,6,5,3,4,5,4,6,5,5,1,1,2,1,1,1,1,1,2,1,4,3,1,3,3,3,Marketing,4,4,2,1,5,2,3,4,4,1,3,3,5,1,57B
BradleyUniversity,76,1726,7549919,19,I read the instructions,5,4,6,4,4,4,5,2,4,3,6,6,6,6,6,1,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,English,2,2,2,3,4,4,3,3,5,2,4,4,3,1,57a
BradleyUniversity,77,1727,7549925,21,I read the instructions,6,5,6,6,6,5,5,5,4,3,9,5,4,2,2,2,3,2,2,3,4,2,2,4,4,4,4,2,4,4,3,Accounting,4,3,3,2,4,3,4,4,5,4,3,3,5,4,61
BradleyUniversity,78,1732,7550042,18,i read the instructions,5,3,6,5,5,7,5,3,3,3,9,5,8,8,7,1,3,2,1,4,3,2,3,4,3,4,3,2,3,2,4,sports communication,5,4,2,2,4,3,4,3,4,3,3,2,4,1,57a
BradleyUniversity,79,1731,7550041,18,I read the intructions,6,4,7,5,7,6,7,1,7,4,7,6,8,7,7,2,3,3,3,4,3,4,3,3,2,4,4,4,3,4,4,physics,1,2,4,2,2,4,3,5,7,2,5,5,4,1,57b
BradleyUniversity,8,232,7404789,18,I read the instructions,3,2,6,1,6,5,6,3,6,3,7,3,7,6,6,2,3,4,3,3,4,2,2,3,3,4,4,4,3,3,4,Computer Science,2,3,3,2,4,4,4,2,3,1,4,4,1,1,61
BradleyUniversity,80,1733,7550086,19,I read the instructions,7,2,6,1,7,2,5,4,6,2,6,3,3,1,4,3,3,3,3,4,4,2,2,3,4,3,2,3,2,3,3,M E,2,2,4,1,4,3,4,2,5,2,4,4,3,2,61
BradleyUniversity,81,1736,7550141,18,I read the instructions,5,5,5,5,6,6,6,6,3,2,6,5,5,7,6,1,2,2,1,3,2,2,2,3,2,2,2,2,2,3,3,Undecided,4,4,2,1,3,3,5,1,3,4,3,2,4,1,57a
BradleyUniversity,82,1737,7550153,18,I read the instructions,6,2,7,6,7,5,6,1,5,1,7,5,6,5,5,1,2,3,2,3,3,2,3,3,3,3,4,3,4,3,4,Psychology,3,3,4,2,2,4,4,2,3,4,3,3,4,1,57b
BradleyUniversity,83,1738,7550157,18,I read the instructions,6,5,7,6,7,5,5,1,6,3,7,7,7,5,6,1,4,3,2,4,4,3,4,4,3,4,4,4,4,1,4,Nursing,2,2,3,2,4,3,2,2,7,2,5,3,2,1,61
BradleyUniversity,84,1741,7550189,19,I read the instructions,5,1,5,1,6,5,7,5,7,7,6,4,2,3,4,1,1,1,1,2,1,1,3,2,1,2,1,1,2,1,2,Business,3,2,2,4,5,1,2,4,2,3,5,4,5,2,57b
BradleyUniversity,85,1771,7552338,19,NA,5,2,6,3,5,3,5,1,7,1,6,6,6,6,6,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,3,Computer Information Systems,2,2,4,1,5,5,5,1,2,1,5,5,3,1,59c
BradleyUniversity,86,1769,7552296,21,I read the instructions.,4,3,6,5,5,6,4,5,4,3,4,4,4,6,6,1,2,2,2,3,3,2,4,4,3,4,3,3,4,3,4,Psychology,3,2,3,3,4,2,4,3,2,3,3,2,3,4,57a
BradleyUniversity,87,1774,7552432,19,i read the instructions,6,5,7,7,7,2,7,5,3,1,6,5,6,6,6,1,2,2,2,2,3,3,3,3,3,3,4,2,3,3,3,retail merchandising,2,2,3,2,4,3,5,3,3,4,4,3,3,2,61
BradleyUniversity,88,1773,7552429,18,I read the instructions.,5,5,6,2,7,4,5,3,5,3,6,4,5,3,5,1,3,2,1,2,3,3,3,3,3,3,3,2,2,2,4,Television Arts,3,2,3,3,4,2,5,2,5,3,3,3,4,1,57a
BradleyUniversity,89,1775,7552445,20,NA,5,6,6,1,7,6,6,2,7,1,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,Accounting,2,2,3,2,2,3,4,2,7,2,4,3,3,3,59c
BradleyUniversity,9,233,7404824,18,NA,6,6,1,1,7,4,3,1,7,1,5,7,5,8,5,2,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,Mechanical Engineering,3,3,4,5,5,5,4,2,4,3,5,3,3,1,57B
BradleyUniversity,90,1772,7552377,18,I read the instructions,1,2,6,7,2,7,5,2,1,7,6,4,8,6,7,1,1,1,1,1,1,4,4,4,2,2,2,2,3,3,3,Nursing,7,7,4,5,5,1,1,4,1,5,2,3,5,1,57b
BradleyUniversity,91,1777,7552515,20,I read the instructions,1,6,5,6,2,6,5,4,3,2,7,5,7,5,6,2,2,3,3,3,4,3,2,2,3,4,4,4,3,4,4,Undecided,3,2,2,2,2,4,4,1,6,4,3,3,3,3,57a
BradleyUniversity,92,1778,7552518,19,I read the instructions,5,5,7,5,6,7,5,2,5,3,3,8,8,7,7,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,Management Information Systems,3,2,2,2,4,2,4,2,5,3,5,3,5,1,57b
